,review_id,business_id,rating,text
11,ZBz9upU3LkOSp-fzkVMcYA,Fte1-kwm_jo5cumIVyBsbw,3,"Items ordered:
Caramel Donut
Dark Chocolate Donut
Sugared Almond Donut
Dulce de Leche Donut
Red Velvet Muffin
Chocolate Chip with Hazelnut Cookie
Nymy..."
12,40mQGzrVdxUULCYhZi8sJQ,TAxTV36x4SYGQ1XAOEuqpw,5,"Rarely seen that much quality in this town. Barmen are nice,  smily and pretty technical. Cocktails are elaborated, tasty and charmingly surprising. The..."
13,9h4jDY7KeYixCzBYmsFTqg,TAxTV36x4SYGQ1XAOEuqpw,5,"Excellent cocktails, cozy place, great bartenders and a little Motown music.  This is a great bar and worth a stop in a good bar of town.  They also have a..."
14,oLfUVgf-R_e3UYRCWvV3iA,TAxTV36x4SYGQ1XAOEuqpw,5,"I have been here twice in the last two weeks, and I am going back this evening. I love craft cocktails, and L'Antiquaire makes good ones. I love the vibe of..."
15,5cbtNGjGYDnP1jUxAJ7gyw,n3wBCFxSCqHp98Co36MFzQ,5,"As a vegetarian, dining in France can be challenging. I was so appreciate of Mozzato's very vegetarian friendly menu.  I was in Lyon for two nights and I..."
16,sITiSsUdpr-e7r7BF97MeQ,n3wBCFxSCqHp98Co36MFzQ,5,"The rankings don't lie!  This place is outstanding, but small and hard to get into so make a reservation.  We came in with a large group and pretty much..."
17,jXP0KSuhWQUaf8T4nVCPKw,n3wBCFxSCqHp98Co36MFzQ,4,"It was uncomfortably warm in here, but the service was great. This is the only Italian food we had in France and it was enjoyable, but not necessarily..."
18,FIuRMAzqTmiGqXzSpse4Og,oGDqyUclmwo7oRi891g9nQ,4,A great experience you could have in such a gastronomical city. It is basically one large room with lots of jovial conversation and smells of good food. We...
19,4wvsOys5PBaFaofqboUEkw,oGDqyUclmwo7oRi891g9nQ,5,Ate here multiple times while we stayed in Lyon. Authentic French food experience. The weekly specials sell out fast so get there early if need be. The...
20,amVjaGoRswweNgFEfssC7g,oGDqyUclmwo7oRi891g9nQ,4,We arrived at 830 PM on a cold and rainy Saturday night.  We were handed a buzzer and told there'd be a 45 minutes wait.  Stood in line to get a tasting of...
21,_B3i0lOndWX5SAoYaTlEPQ,65spMfsh7Q8EYGzw93yd4w,5,"La Boite in a nutshell is a hidden gem located in a little square, with perfectly blended espresso drinks and a view, plus free wifi! What's not to..."
22,kNq5LLh-CoWXe8H_94Q-OQ,65spMfsh7Q8EYGzw93yd4w,5,"We came across this café as we were exploring the back streets of Lyon. Compared to other cafes in the area, this one has a great location (occupies a..."
23,O4I9jvf1KxcaOsSS3-SNPw,65spMfsh7Q8EYGzw93yd4w,4,"A cute little cafe with friendly people. I had a cappuccino, 3 Euros. It was very sweet - I like it a bit more with depth, but it was an excellent cup..."
24,qOBmZWh3zhCt5uwYlFIytA,19NiXuw2QG2lprvr5upRmg,5,Went here for Happy Hour and had a great time. We enjoyed a wide array of craft cocktails that very thoughtfully come in their own unique glasses. We also...
25,RBF0r68a-LoHz3JPkPCW7Q,19NiXuw2QG2lprvr5upRmg,5,"If you are looking for great drinks at Lyon, this is the place! I had three amazing cocktails there, and a very good time! The drinks were different from..."
26,TK73tymK2gLv9vZC5xKUBA,19NiXuw2QG2lprvr5upRmg,5,Excellent cocktails!  Really good apps.  German sausage app was excellent. Fairly small place.  Friendly waitstaff and customer base.  Grab an outside table...
27,cfzrEX1EqKXLQlXCzgBD0w,j9ayyVUbvsu1sQgCzt0z3Q,5,One of my favorite meals in Lyon! Lyon is apparently known for their tartines and this place was perfect. Super quaint (albeit hot in mid-July because no...
28,N9CqvIUCM7b7iFHKmLeUQg,j9ayyVUbvsu1sQgCzt0z3Q,5,"Informal and cozy little restaurant specializing in tartines. 
It offers both indoor and outdoor seating in a lovely terrace. Service is super warm and..."
29,BnlP3JAXLcy2G-eQMpgIoA,j9ayyVUbvsu1sQgCzt0z3Q,5,Must visit this place if you're looking for a low-cost food place to visit in Lyon. Is it definitely a tartine place. They have decent wines and good beer...
30,o9gCYGxICLE_K6aoETxEpw,gozTYsClMEDmU3Fr-ruC2Q,5,"Best place in Lyon for a tea or a coffee, the choice they have is just amazing, the menu is like a thick book !!!
A tip : GO UPSTAIRS where big and cosy..."
31,3FhlMW4ipjU6d5eNvftxiA,gozTYsClMEDmU3Fr-ruC2Q,5,Probably the best coffee and tea shop in town. The staff is friendly and multilingual. Upstairs you will find large leather club chairs to relax and enjoy...
32,bHq_v1NyPiiQ24KYjaqiQw,gozTYsClMEDmU3Fr-ruC2Q,5,Delightful tea room with more tea than you could possibly imagine.  Gets packed in late afternoon and if you don't want to be one of the many we saw turned...
33,IoNGzxSG_liLmBC0t8F8HA,fXjpbVG5u5u8KpxKmnldnA,5,Friendly bar staff. Younger crowd is also very friendly. The view is to die for. A must for visitors!
34,AQpEnxvgG-xsUt1HQZRisg,fXjpbVG5u5u8KpxKmnldnA,4,"On my first visit to Lyon, I convinced my friend for us to make a stop at Le Fantôme, so we did and we were both very confused because although the menu..."
35,FNa2r5aZCyUzISa-pqyZng,fXjpbVG5u5u8KpxKmnldnA,5,Exceptionally fun/yummy drinks and speakeasy-esque atmosphere for the price one would expect! Service was prompt and friendly :)
36,9qdPuNqVv1d32w_ypASlUg,Qjwmp3G50waLVbutyAgPgw,5,"We came into Lyon late and were looking for something quick to eat. This place was perfect since it was fast, had relatively healthy options (salads) and a..."
37,LqoBPvYUS8XTiydJXA_7eA,Qjwmp3G50waLVbutyAgPgw,5,Amazing falafel sandwiches! My wife and I are vegetarian/sort of vegan so finding places to eat in France isn't always easy. The staff was super friendly...
38,3pIgK0_S_ubHKGlPTH3sjA,Qjwmp3G50waLVbutyAgPgw,4,Tried of whining and dining in Lyon? Had your fill of rosettes and pralines? All that heavy Lyonnaise cuisine got you down? Turn to Yaafa. Lyon's happy...
39,t7KxpOfn2Z8zv8-32GsUdQ,vd9SGTBqOP8CoQfPHYWabg,5,"Probably one of the best coffee / espresso places we had tried on our trip to Paris, Lyon, Florence, Rome, and Milan. It was so good we came here a few days..."
40,VRF4fDhcq2w47Tv2OVJlLQ,vd9SGTBqOP8CoQfPHYWabg,4,Found Slake on a blog of top coffee shops in Lyon and it was a great find. Maybe it was because of the World Cup or because Alex Morgan & Allie Long posted...
41,NhFYbZYCfsoK5q7V_fzQnA,vd9SGTBqOP8CoQfPHYWabg,5,Trendy cafe that serves nice coffee and brunch. It was busy when we visited after shopping at the St Antoine market in the morning but we still managed to...
42,9oGU7lkm8rAMsVYct3zjrQ,cQwlSjoDRDjFCJGo1-MAAw,5,Excellent fresh sushi in a casual non pretentious environment. Very friendly staff that also provided a English menu as well. Very fresh fish. I will...
43,Jm9HEZiup1siWpHOuuHOaQ,cQwlSjoDRDjFCJGo1-MAAw,5,Excellent service and sushi! Came in without reservations (my fault) and they found us a table in the back even though it was fully booked. The food was...
44,lCntp_AcGFmrNu5tFqk1Xw,cQwlSjoDRDjFCJGo1-MAAw,5,Came here for my sons birthday as it was long on his wish list . Very good service and very fresh fish product indeed . We took a menu which included 6...
45,OGTP_pUGPM1rOfKXDgzZYw,vh-kV2FqSLnxSCzT3MB1pg,5,Beautiful service and one of the best Italian restaurant experiences.  They have some of the best handmade pasta and they use 2 year aged or more Parmesan...
46,-ubfLw7thO7D-IH4luOXJg,t4SEU2mrv0iZX0PmYkfV2w,5,"Visiting from Hollywood and had a craving for a traditional Vietnamese sandwich with a very French influence.  Crispy, rustic artisinal baguette filled with..."
47,5yo2qNen_nffOQnz7e7NuA,t4SEU2mrv0iZX0PmYkfV2w,1,Why is Asian food so crap in France?  The pork was cold - stone cold with congealed fat and there was about 1/3 of the salad they should have put in there....
48,lu8M9BjpG1xlNxRlFak2rw,t4SEU2mrv0iZX0PmYkfV2w,4,I had the vegetarian Banh mi Chai sandwich. Tofu and salady stuff were very tasty (how I miss cilantro in France!) at a decent price. The Maggie sauce was...
49,bm_MwWUJtRnuGspd7InWUw,gPIXhVADg2CmlZeQjuILOA,4,"We had Tom Yan Kum soup and beef/sea food green curry. Soup was delicious although 10.5 eur is quite expensive.
Beef in my curry was bland, but souce was..."
50,-qGGMUyTmYZLGENvN-aiVA,gPIXhVADg2CmlZeQjuILOA,3,Sorry for putting a damper on all the enthusiastic reviews. My review isn't actually about the food - I would have really liked to try the food... but...
51,7XfxxWUXBKBI_jcKGJp3ww,gPIXhVADg2CmlZeQjuILOA,4,"It's good. Good flavors, though nothing spectacular compared to NYC or I'm assuming Thailand. I wouldn't go as a traveler, unless you have never been to a..."
52,5RXQnu40HBt52oaoSBJsRw,vp22B6SbCbOY_oUEr55Ukw,5,"We looooooved this museum. It is so worth a visit. We got there just as they opened on Monday morning, which was great because the exhibits were mostly..."
53,YSmRnDfjjjiSxwW2gEx_Ig,vp22B6SbCbOY_oUEr55Ukw,5,"This is an amazing museum that you cannot pass on. At first when I was researching Lyon, I came across this museum and was confused. How is this a cinema..."
54,4rSXB2G7nB1UlCjl62ydvQ,vp22B6SbCbOY_oUEr55Ukw,5,Who knew? That miniatures we're so darn cool. But O M G - this museum with 4 floors of movie props and 2 of miniature settings was amazing. I usually am...
55,yRSLXFj7toU8WC6tOhNp-g,KqdKHzrTc58ErTkM7nMvNw,5,"Looking for some traditional Lyonnaise comfort food? Look no further. Lyonnaise cuisine doesn't get anymore homely or authentic than it does at Le Musée.
I..."
56,KUciI4BoOHFKhVySdl_LCg,KqdKHzrTc58ErTkM7nMvNw,5,"One of my all time favorite meals! We got the last 2 open seats at lunch (make a reservation!) and we were the only 2 Americans (good sign!)
We were hosted..."
57,vtW_iWqQjzJXuTKkDi4Vmw,KqdKHzrTc58ErTkM7nMvNw,5,Fantastic bouchon! It's very casual and intimate. The proprietor comes out and takes your order after explaining the menu. He speaks limited English but is...
58,uk2iefsZsvH5KJCT8dQkvQ,AcO7-nHdKAAfEe4mwQZuEQ,5,"Great place for lunch.  They have a limited menu, but from what I can tell, it doesn't matter because it's all delicious.  Popped in right at the end of..."
59,FXJAhX06tCh_o0Jz_dtiNQ,AcO7-nHdKAAfEe4mwQZuEQ,4,"This is a cool French tapas bar with nice service, good food, and great wine.

I don't know if others would find the Côtes du Rhône here as delicious as I..."
60,He4DIDhONYDKHy9moiCa6w,AcO7-nHdKAAfEe4mwQZuEQ,4,"I came here with my mom after a horrendous experience at another restaurant, so we were relieved to be greeted with smiling waitstaff and (luckily) an open..."
61,oe4RcZIVEoLtKFWFPrMpcA,D2JNs0WlsUCrRkho6FCzdw,5,"This place is pretty bomb. Lots of flavors, not excessively oily like some other places. I ordered the yaki-udon noodles and they were pretty dang good...."
62,i5FYEBzubP6wNnKhW7WW7Q,D2JNs0WlsUCrRkho6FCzdw,4,"It's a really nice Yelp-find! Food quality alone compared to other Japanese restaurants all over the world would be not quite up to 4, but for what you can..."
63,nJbNma2dVxkye4gGdz-Edg,D2JNs0WlsUCrRkho6FCzdw,1,"After 2 weeks in France, we have craving for ramen and find this Japanese ramen places near our hotel and the review on YELP is very good. However, we were..."
64,gzPn3rUu-1oVGpqwYBZarw,7Y1tOTiqt-ru6n59zZXKjg,5,"I found this place on My Little Paris. 

With two friends we went for lunch on a Saturday while in Lyon, and I just fell in love with the whole thing. 

The..."
65,l-t_3BC4MnHSw7xQv_NkRw,7Y1tOTiqt-ru6n59zZXKjg,3,The place has an artistic touch to it and the staff is super friendly and jovial. But the food was not worth 20€. The coffee was supposed to be boisson...
66,9qdSubagJNb_sMydR1PxLQ,7Y1tOTiqt-ru6n59zZXKjg,3,"Average place. The decor is kinda cool but they could do a lot more with the space. Kinda cool that they have a Nintendo 64 in the corner. 

The menu was..."
67,zeEzV9y8DMFdtGcWZwI-Kg,cL_XZ_xGElukJuyWJ3tWJQ,5,We were a group of 6 spending a night in Lyon looking for some traditional fair at a reasonable price point.  None of us eat the traditional Lyonaise food...
68,AA15VS5VKc7FdDuupQWafQ,cL_XZ_xGElukJuyWJ3tWJQ,5,"It was a misty December night in Place Bellecour, the top of the brilliantly lit blue Ferris wheel that dominates the square barely visible beneath the..."
69,khKWDHnsRirQY5J3fgq3HA,cL_XZ_xGElukJuyWJ3tWJQ,5,"I chose this restaurant after reading the other reviews, and it definitely didn't disappoint.  Great Lyonnaise fare, not to pricey, with a few great..."
70,GGlnHfKlB8iSL3HfDaWVLw,6977R4T8guRTA_Rq5DUPcQ,5,"If something can be said for this place it is that the atmosphere is wonderful, the staff is stellar (and good at English for the benefit of us not so well..."
71,UFaiTyphBSe5Z4_iENiY3Q,6977R4T8guRTA_Rq5DUPcQ,5,Burgers are a must and the fries are fabulous.  The staff are welcoming and willing to help.  They also have a menu in English which makes it easier to...
72,lRR7G5XFXBXIvk5nRStD1Q,6977R4T8guRTA_Rq5DUPcQ,5,"Let me tell you Yelpers a story about a girl from Texas who lives in Lyon. This girl moved here from Austin, TX - a vegetarian's heaven - and was extremely..."
73,bj7We34ETKfi--xJxOBmqQ,6_KiiZvgX4f2dEy5OYDxCg,5,Such a great dinning experience in Leon. We were a little tired of French cruising on our trip and noticed the exceedingly long lines queued up outside of...
74,uQcMpTtJglHRBopoYyT7Tg,6_KiiZvgX4f2dEy5OYDxCg,5,"Amazing Italian food, exceptional service and always full of people . I have been here twice and it never disappoints !! I took my two little girls with me..."
75,JKjUkBJ_A59QIR8h9MPfbw,6_KiiZvgX4f2dEy5OYDxCg,5,Hopping place with wide selection of Italian food.  Menu in Italiano and French. Way nicer than expected with big ole pizza oven.
76,6ZXwzJT84G-09CI27dUgIQ,nopr1MmFqkkfDivmPuqGrw,5,"Le Garet was super rustic, full of flavor and full house with locals on a Monday night.  This is better than any Michelin Star or celebrity chefs, because..."
77,ifRAjw_C7s5kPmh9YIZJAw,nopr1MmFqkkfDivmPuqGrw,4,"Food is very good, go there for traditional lyonnais food. I had an andouillette which was prepared differently than what I'm used to. Service is friendly...."
78,HxMRDuSYGrCjYN1lkBa53g,nopr1MmFqkkfDivmPuqGrw,1,Staff was unbelievably rude - there are plenty of other places in Lyon with better food.
79,8iuJPuwypvG2vnrJCwW5Dw,_tgUwingyEGwcKTFC8ttTg,3,My mother and I went to this place and we were extremely excited to try a Lyonnais meal. We enjoyed our meal but felt that the ambiance and the staff lack...
80,H6cT7xZVxo5Uhnri8dex5A,_tgUwingyEGwcKTFC8ttTg,3,"I was a little harsh on this place. The sausage was almost nauseating in looks, but in retrospect, it was probably very local. The loosely sheathed sausage..."
81,bRiGTzd5FdeWNqjOmk4klg,_tgUwingyEGwcKTFC8ttTg,5,Splendid experience there! Be sure to reserve ahead of time. The place is very popular and kind of small. The restaurant is located in a street where...
82,1jEWBPqUPGY8rp3m_VeDSA,0KuPTrSV7Fiefh05xovAfA,5,"When in Lyon, one thing I look forward to so much is food! Lyon is foodie's heaven.  I've been so lucky to run into so many great restaurants at every visit..."
83,AGjgUjJoq_-jQyAEKXrDJw,0KuPTrSV7Fiefh05xovAfA,3,The restaurant is a bit over rated. The food was quite bland. I asked for some spicy sauce and they brought me chili powder! Everything was a bit on the...
84,jhSUOzrcHuVAVF2TpBkRzw,0KuPTrSV7Fiefh05xovAfA,5,We had been looking for an authentic French restaurant and we found it here. Gorgeous presentation and preparation of their food- it was the best food we...
85,vBpipF3CP37q3MkPP_UnTA,T80I6TvMHB19QvPD1aADZw,5,"Quite simple, traditional, tasty food. Better than some Michelin stars restaurants we've been to in France. Service is efficient and friendly.

Door is not..."
86,G0xkXpLA3OQCBwnxdCqCpg,T80I6TvMHB19QvPD1aADZw,1,"What a disappointment!!!
I am in Lyon the gastronomic capital of the France in the one of the best places recommended by the Yelp, TripAdvisor and such......"
87,EjZ5x4WfmiJoykC8DL6IQA,T80I6TvMHB19QvPD1aADZw,5,"This restaurant is specialized for typical cuisine Lyonnais - bourbon lyonnais.
Very delicious.  the quality is more than the price. I like this place for..."
88,dT4HqJaTbbReMv7HmthDeA,3tL8mx9b9chnzzV03mA4Jg,5,"It ain't cheap, but you probably already knew that - 2 Michelin stars rarely is (though check out La Pyramide a bit south in Vienne which is great and more..."
89,FCK6elyq2efr7Bcz5uYfPw,3tL8mx9b9chnzzV03mA4Jg,2,"Probably the most anticipated meal of our trip to Lyon but was a let down.   We went for lunch and the restaurant filled up fast.  Great service, wine list..."
90,MMzWz2eGjtUxMzvfZQ1Pqg,3tL8mx9b9chnzzV03mA4Jg,3,"We were trying to decide between La Mere Brazier and some other options, and we wanted something  with more traditional style food, so a friend recommended..."
91,GGvnJojuzTRTtH0V1WzP5w,Mm_mE_JrjA-YD_i8DBDGpg,5,"Great cakes, drinks and of course kitties.

The kitties are friendly and snoozy, what's better than having a cat trust you and sleep by your side?

I loved..."
92,k-SjHdStqK1r9S9CtJyM_Q,Mm_mE_JrjA-YD_i8DBDGpg,3,"Let me start this review by saying that I have been to numerous cat cafes and this doesn't stand out much. 

Since it can be quite crowded during the day..."
93,cB6wKTV33n_eNbT51-HNbg,Mm_mE_JrjA-YD_i8DBDGpg,5,Thank you for a pleasant morning of tea and sharing your cats with us today. We are visiting Lyon and tea with kitties was a highlight. If you enjoy the...
94,Y24jnuMFsY776mj_znjoTQ,yjroFUwIovniHte_mAmQaQ,4,"Ok Ok, I am American, from Brooklyn, and I do enjoy a good burger.  I was beginning to think that it was impossible to find a good one in my newly adopted..."
95,KEcafQazmAi7uRLQLTvnAg,yjroFUwIovniHte_mAmQaQ,4,"Ok this was quite amazing. I got the Butcher burger. It comes with a bigger patty than a regular burger, bacon, and fried onions. The burger was cooked to..."
96,G2h9ElZbTyvxbgNAxamgsg,yjroFUwIovniHte_mAmQaQ,5,"My friend and I made our way to Butcher based solely on Yelp reviews, and we were not disappointed. We started with the medium charcuterie + fromage..."
97,DpkdGvYInu4reeBV0Kan5Q,qoT-yALXQoGKbWtCXxxuVg,5,What a fantastic collection. Beautiful building with a tiny garden. Friendly staff and spectacular collection of modern and historic Aeropean art and arcaic...
98,cu-KXiuTFhyaYwmtF08jrA,qoT-yALXQoGKbWtCXxxuVg,3,"Yes many classics here! But to see the more well known pieces buy the high priced ticket. Wish some one would
Have told me that when I went. They also..."
99,2zIpJZRLsZbP8IB1e_Z9SA,qoT-yALXQoGKbWtCXxxuVg,5,Great place to visit.   Lots to see but not so gigantic compared to Paris.  Bring your camera and hunger for art.
100,W0VPIiMom9VHHIOUCV9nlQ,2XjQh8g5Ir0wwc7-f7Jzig,5,"This was my first ever Bo Bun and it was a joy to behold! Absolutely breath taking, and the smoked salmon spring rolls were also delicious! The owners are..."
101,vfejA8_qNL0k0rHWnAD28A,2XjQh8g5Ir0wwc7-f7Jzig,4,"Good place to eat specialties from Vietnam, quite affordable. Unfortunately very few vegetarian options (no meat, no fish). Still, nice waiters and boss."
102,rHJ7e0YfwoD31J9vfL4CCQ,2XjQh8g5Ir0wwc7-f7Jzig,4,Walking south from cours gambetta with family for some adventurous meal we bumped into this corner vietnamese restaurant. Nicely prepared tables and large...
103,mdrDkd0VJV1qwXArXCHHRw,y09n9C8t2-MYSaooQWoA2Q,5,We were directed to The Star Ferry by a wonderful employee at the Office du Tourisme in Lyon.  I am SO glad we were!  We enjoyed a walk at the park nearby...
104,Sh1ci0Pk5-0RiIve-x8wSg,y09n9C8t2-MYSaooQWoA2Q,5,"This is a great place to come with friends/family specially during Happy Hour!(17-20H) The services it's pretty good, the waiter is very funny, respectful..."
105,l7KleDcCkzjB7wdBE67fqA,y09n9C8t2-MYSaooQWoA2Q,4,Delicious Food.  Great Beer.  Excellent Location.  Reasonably Priced.  What's not to love?  A fantastic burger (though I think Butcher still wins best...
106,Lqe1ZT6cSTyaaWhbR6mVtA,KPbqTBnOHAjsirzwNBEOPw,3,"I'm torn between 3 and  4 stars.  I like this place, definitely has charm and the personnel are very nice, but it's missing something.  It's a new..."
107,2D6GBQdkIV08VD60_9uAnQ,KPbqTBnOHAjsirzwNBEOPw,4,"Great staff, friendly place but only one bathroom was an issue. Last night was an African chick DJing for most of the night. Just dreadful music. Music so..."
108,XO9vUBfbdyFU4CXoHS5D9A,YpZ86Ll7P_Ala_mKQcOG5g,5,"We'll be careful with the "" OLDER"" review this place is new  from 3 weeks and is really good! Maybe better as before ! The chef is on top of is game ! The..."
109,-lKtD5L_5ouFJX-1m135VQ,YpZ86Ll7P_Ala_mKQcOG5g,5,Everything about this place is great. Low key and the focus is on what is important - the food. Try the French onion soup or the salad lyonnaise. You won't...
110,EUBo-i0el4D2iaEsE8WJgw,YpZ86Ll7P_Ala_mKQcOG5g,4,Quaint little restaurant that forces you to dine with your neighbors which was actually very amusing. Food was really good and inexpensive!
111,CgzN0oGKhF51WznwUxwm5Q,hCH4zlahwKzn8JG8y6TRkw,5,"This is an awesome place to hang out with friends and grab a drink. The food was not bad either but this is definitely not a food place. 

We stumbled upon..."
112,O_-KNSPAPkKrUefy2d7uJQ,hCH4zlahwKzn8JG8y6TRkw,4,English speaking good mixologist (bartender) all these fancy words...had the old french it was good nothing like a good ol cognac with bourbon. Had a cheese...
113,krOgga6rlsSczbu_azgjcw,hCH4zlahwKzn8JG8y6TRkw,5,"Exceptional food and service. Have tried brunch on a weekend and lunch on a weekday, and I would recommend both experiences."
114,Y5174HP7qEavx6OmNNuWKg,5IY5jD4UXb4jJWAbPdYi4w,5,"When preparing to come to the gastronomique capital of France, my teenage sons asked to go to a special meal.  They are working on their manners (yes, I did..."
115,QMr0l2FOyGtZTuL4Iq7ZeA,5IY5jD4UXb4jJWAbPdYi4w,4,"Would love to give this place 4.5 stars if i can. This place is simply amazing and basically good bang for the €€€


We were served with soooo many courses..."
116,Lrf7z6YbgnicUVWyvE5z-g,5IY5jD4UXb4jJWAbPdYi4w,5,"This is an amazing venue that I will definitely return to whenever I get another chance to visit Lyon.  The ""surprise"" menu is definitely worth trying...."
117,n_d1KnzBWB8Grd7xVSCD_w,4M4EbOACw5ERBkKOD_ifqA,5,"Had a lovely dinner with my friend here in this tiny, snug restaurant and it was the best! 

SERVICE: Their servers here speak English, French (bien sûr),..."
118,XFRVU8kEyBXs58M4RxPP1w,4M4EbOACw5ERBkKOD_ifqA,5,Best dumplings Iv had in a loooooong time! So glad we ventured over to this part of town. The Chinese food at Engimono is very good and fresh. The king pao...
119,X0fCbdC67SZiY1-Sq6yCGw,4M4EbOACw5ERBkKOD_ifqA,3,Good start with very hospitable staffs. Order taking was swift with good suggestions. The flavour is on the strong and salty side so make sure you mention...
120,n3-LTmGTb8q1Ny0IIsRZzg,-VWkwrdHhBSJX3CK4s40XA,5,"Hidden gem - don't be dissuaded by the ""buffet"" - that's just the foundation. The meats are perfectly spiced and cooked and the sauces are excellent. Decor..."
121,aB9OZz4R3paNZeTErGxOhQ,-VWkwrdHhBSJX3CK4s40XA,5,"Came here for the 12.90 lunch and I must say it exceeded my expectations. I thought it was vegetarian only but there was plenty of meat. Fish curry, chicken..."
122,BAVLXlY3dSmxVKReODD4sw,-VWkwrdHhBSJX3CK4s40XA,1,Horrible experience. We came from states and searched for some Indian restaurants in Lyon. This had the best reviews so we settled on this. Food was below...
123,_PQi_7JJAgK5EyBMtW6A2w,4V_oXWIk_jQuL0ZSPD4c6A,5,"I was suspicious it would be good but it was really excellent.  We ate lunch downstairs.  Service fast and friendly.  
Husband had the chicken and cheese..."
124,peqcOmRgkPc97Up9T5Z6UA,4V_oXWIk_jQuL0ZSPD4c6A,5,"A perfect respite from amazing French food, even though the Tex-Mex has a distinct French flair to it. It was very busy so make a reservation, but they were..."
125,-7GpLBzSArs-fI4Z2pFQUg,4V_oXWIk_jQuL0ZSPD4c6A,4,"Went here over the summer. I ordered with a group if 3 others and they forgot to make my order, but gave me a free margarita for the wait. The nachos were..."
126,RO4FfWaY-XiuFa7lAKyJ7Q,qqokROVQuJTE1_uHo8xBuQ,4,"Guy & Sons is a delicious burger place in Lyon. Just really, really good burgers. I'm so glad we found this place. Its a bit hard to find but worth..."
127,wuaywIrewbahFdOwDqcijA,qqokROVQuJTE1_uHo8xBuQ,3,Burgers are very subjective. I like mine juicy but with some crispy grill flavour. This one was juicy and cooked just perfectly and to the point at medium...
128,0EPfVqGgW5GtvSlZ_UAxEw,qqokROVQuJTE1_uHo8xBuQ,5,"Why does Guy & Sons get five stars? 

They make a damn good burger, that's why. 

The classic burger is juicy and under 10€. (Fancier burgers cost more, but..."
129,grEZkt6CW9ZV7ag5E6VwTw,1ZzD1b5hnlpHV9pJ1OlQZA,4,"In Lyon for a night and day.

Because of the holiday, many of the truly superior restaurants were closed.

L'ouest (The West) is one of several restaurants..."
130,pwThUMGeF0PMPUEpaJzv9A,1ZzD1b5hnlpHV9pJ1OlQZA,4,"Lyon - the food capital of France. Lyon is a famous food destination, partly due to the number of world class chefs training and originating from there. So..."
131,rYGvAnH0Jj9r5bcpUf057A,1ZzD1b5hnlpHV9pJ1OlQZA,4,"Beautiful terrace!

We stopped for lunch here today and were really pleased. It's a lively restaurant with mostly locals that are on their (boozy) lunch..."
132,AUidIQaOkynCQ37tnV1Bsw,ZQdcFRYDMavMKvfDm_aQPg,5,"This was one of the many highlights of our gastronomical trip through Lyon (aka our honeymoon) 

If you're looking for amazingly prepared dishes that are a..."
133,nR_jawh_3ywfN1qGllRZbA,ZQdcFRYDMavMKvfDm_aQPg,5,"My co-worker and I just ate here and it was amazing! We went to Paul Bocuse and PRaiRial, and we thought this experience was better. We got to sit at the..."
134,mE47wZufvxdn2MwO-T84ig,ZQdcFRYDMavMKvfDm_aQPg,3,"We heard so many good things about this place. But ultimately I think the best way to describe our meal was ""creativity run amok"". It was..."
